E/F:Y/F:YerrSyst/F
3.75,0.0057998229128876245,0.0018554482208641017
4.25,0.0052178413900914366,0.0012721147106027422
4.75,0.004697775211301375,0.0008758648972074262
5.25,0.004232715351298488,0.000618378531736518
5.75,0.0038165880177154924,0.00046296221408772235
6.25,0.003444035702739654,0.0003770730711855796
6.75,0.003110320585164444,0.00033088978411583336
7.25,0.002811244467188108,0.00030221729816340783
7.75,0.0025430813971470847,0.0002788727353820285
8.25,0.002302520306876107,0.00025597066545741395
8.75,0.0020866157348683723,0.00023238257193729692
9.25,0.0018927451957779188,0.00020851148951286827
9.75,0.001718572091921556,0.0001852115124973159
10.25,0.0015620132996864928,0.0001633241784722666
10.75,0.0014212107366703296,0.00014349868599693554
11.25,0.0012945063446679,0.00012613338099708109
11.75,0.001180420022467691,0.00011136834315260505
12.25,0.001077630119490538,0.00009910539233991543
12.75,0.000984956157466469,0.00008905315068961365
13.25,0.0009013252434419482,0.00008080113774784318
13.75,0.0008257298800995194,0.00007394813575563962
14.25,0.000757279082579541,0.0000681820267864206
14.75,0.000695194573437565,0.00006326934561052373
15.25,0.0006387948773339716,0.0000590376922465685
15.75,0.0005874818866926328,0.000055360256852501215
16.25,0.0005407294761054979,0.00005214303924420451
16.75,0.0004980738229845089,0.00004931486257701845
17.25,0.0004591051550078928,0.000046819956810138376
17.75,0.00042346069512927664,0.00004461272489189312
18.25,0.00039081861519339067,0.00004265425547973456
18.75,0.0003608928417016043,0.000040910161109674395
19.25,0.00033342858364540987,0.00003934936665918235
19.75,0.00030819847384346466,0.000037943531922542186
